# key	thai
BusinessSpeak.Talk.30461101	ป้ายหลุมศพของอารยธรรมหนึ่ง จ้องมองผู้มาเยือนทุกคนอย่างเย็นชา
BusinessSpeak.Talk.30471101	เศษคริสตัลที่หลงเหลือหลังเทพจอมปลอมตาย คุณจะ...
BusinessSpeak.Talk.30471102	ทำลายเศษคริสตัล
BusinessSpeak.Talk.30471103	ให้ลิลี่เป็นคนเลือก
BusinessSpeak.Talk.30541101	หือ?... ฉากนี้... เหมือนเคยเกิดขึ้นมาก่อน?
BusinessSpeak.Talk.30551101	ขอร้อง... ต้อง... อย่า... ยอมแพ้...
BusinessSpeak.Talk.30561101	ชิงเรือลำเล็กของลัทธิมาได้ คุณจะ...
BusinessSpeak.Talk.30561102	กางใบออกเรือ
BusinessSpeak.Talk.30571101	คุณนักล่า เรารีบหนีไปกันเถอะค่ะ
BusinessSpeak.Talk.30571102	เราทำฉากนี้ซ้ำมาหลายรอบแล้วใช่ไหม?
BusinessSpeak.Talk.30571103	โอเค
BusinessSpeak.Talk.30571104	คุณนักล่าเครียดเกินไปหรือเปล่าคะ อย่าคิดมากเลย รีบไปกันเถอะ
BusinessSpeak.Talk.30571105	เรารีบออกเดินทางกันเถอะค่ะ! สู้ ๆ นะคุณนักล่า!
BusinessSpeak.Talk.30571201	คุณนักล่า ยังไหวอยู่ไหมคะ!
BusinessSpeak.Talk.30571301	คุณนักล่า... ระวังตัวให้มากนะคะ!
BusinessSpeak.Talk.30581101	คุณนักล่า ฉันรู้สึกได้ กำแพงพายุสลายไปแล้วค่ะ
BusinessSpeak.Talk.30581102	รู้สึกยังไงบ้าง?
BusinessSpeak.Talk.30581103	ฉันไม่เป็นไรค่ะ ไม่ต้องห่วง ที่นี่กำลังจะถล่มแล้ว รีบออกไปกันเถอะ
BusinessSpeak.Talk.30581104	ไปที่ท่าเรือ
BusinessSpeak.Talk.30741101	เธอก้มหน้านิ่งไม่ขยับ เหมือนกำลังหวาดกลัวการมาถึงของจันทร์เลือด
BusinessSpeak.Talk.30741102	ลองพูดคุยด้วย
BusinessSpeak.Talk.30741103	เธอไม่สนใจคุณ
BusinessSpeak.Talk.130112101	ของดีราคาถูก ไม่โกงใครทั้งนั้น
BusinessSpeak.Talk.130151101	แค่ก... มีใครอยู่ไหม... ช่วยด้วย... ช่วยที...
BusinessSpeak.Talk.130151201	เจ็บ... เจ็บมากเลย...
BusinessSpeak.Talk.130153101	แม่มดชั่ว... แค่ก แค่ก...
BusinessSpeak.Talk.130153201	ต้อง... ชำระล้างอสูรให้หมด...
BusinessSpeak.Talk.130161101	ยาสด ๆ! เพิ่งลงหม้อร้อน ๆ เลย!
BusinessSpeak.Talk.130161201	มีใครอยากได้ยาสักขวดไหม?
BusinessSpeak.Talk.130201101	โอ้ มีนักล่ามาอีกแล้ว มาอัปเกรดอาวุธหรือเปล่า?
BusinessSpeak.Talk.130401101	ประกาศถึงทุกชีวิตบนเกาะเวฟล็อค:
BusinessSpeak.Talk.130401102	ตามบัญชาสูงสุดของลัทธิสุริยัน พื้นที่นี้ถูกตัดสินให้เป็น: เขตปนเปื้อนโกลาหลระดับลึกที่แก้ไขไม่ได้
BusinessSpeak.Talk.130401103	ขณะนี้กำลังดำเนินขั้นตอนการชำระล้างขั้นสุดท้าย
BusinessSpeak.Talk.130401104	ขอให้ดวงวิญญาณที่หลงเหลือของพวกเจ้า ได้หลุดพ้นในความบริสุทธิ์และความสงบสูงสุด
BusinessSpeak.Talk.130401105	เริ่มการชำระล้าง
BusinessSpeak.Talk.130444101	เอ๊ะ เอ๊ะ เอ๊ะ... อยู่ ๆ ก็มีคนโผล่มา คุณหนูตกใจแทบตายเลยนะ!
BusinessSpeak.Talk.230141101	ฉันจะใช้พลังเวทที่มีทั้งหมด ช่วยให้เธอฟื้นตัว
BusinessSpeak.Talk.230371101	เร็วเข้า เร็วเข้า! ละครสัตว์กำลังจะเริ่มแสดงแล้ว
BusinessSpeak.Talk.230372101	รอดูการแสดงของใครมากที่สุด?
BusinessSpeak.Talk.230373101	ว้าย ระวัง! อย่าไปชนคนดูข้างล่างล่ะ!
BusinessSpeak.Talk.230374101	ว่าแต่... พวกเราตายไปแล้วหรือเปล่า?
BusinessSpeak.Talk.230375101	เค้กของเจ้าหญิงหรูสมคำร่ำลือจริง ๆ!
BusinessSpeak.Talk.230381101	มันต้องมีอะไรผิดพลาดแน่ ๆ ฉันจะเป็นคนนอกรีตได้ยังไง...
BusinessSpeak.Talk.230391101	ถ้านี่คือประสงค์ของพระเจ้า ฉันก็ยอมรับทั้งหมด...
BusinessSpeak.Talk.230262101	เมื่อกี้นั่นเอลลาหรือเปล่า? ทำไมถึงกลายเป็นแบบนั้นไปได้ เมื่อวานยังเห็นเธอแจกขนมปังให้คนจนอยู่เลย...
BusinessSpeak.Talk.230262201	คุณนักล่า ผ่านย่านเมืองล่างข้างหน้าไปได้ เราก็จะถึงท่าเรือแล้วค่ะ
BusinessSpeak.Talk.230262301	ขอโทษค่ะคุณนักล่า... เหมือนพายุจะทำลายเรือไปหมดแล้ว เราต้องหาทางอื่นแล้วล่ะ
BusinessSpeak.Talk.230262401	ทำไมงานฉลองดี ๆ ถึงกลายเป็นแบบนี้ ทุกคน... ทุกคนกลายเป็นอสูรไปหมด...
BusinessSpeak.Talk.230262501	คุณนักล่า ท่อระบายนี้ดูไม่ธรรมดา เราจะลงไปดูลึกกว่านี้ไหมคะ?
BusinessSpeak.Talk.230262601	ไม่คิดเลยว่าแม้แต่ป้อมเวฟล็อคก็แตกไปแล้ว เราจะรอดจริง ๆ ไหมคะ คุณนักล่า...
BusinessSpeak.Talk.230262701	อสูรตัวเมื่อกี้... ถึงจะน่ากลัวมาก แต่... ไม่รู้ทำไม... กลับรู้สึกคุ้นเคยยังไงไม่รู้...
BusinessSpeak.Talk.230262801	ในที่สุดเราก็เข้ามาในป้อมได้แล้วค่ะคุณนักล่า ไม่รู้ว่าข้างหน้าจะมีอะไรรออยู่อีก
BusinessSpeak.Talk.230262901	ข้างหน้าน่าจะเป็นต้นตอของหายนะครั้งนี้แล้ว ระวังตัวให้มากนะคะ!
BusinessSpeak.Talk.230263001	คุณนักล่า ไม่ว่าจะเกิดอะไรขึ้น ฉันจะเดินไปกับคุณจนถึงที่สุดค่ะ!
BusinessSpeak.Talk.500000101	ดูเหมือนตอนนี้เราปลอดภัยแล้วนะ
BusinessSpeak.Talk.500000201	แต่ลัทธิคงตามล่าเราไปจนสุดหล้าฟ้าเขียวแหละ
BusinessSpeak.Talk.500000301	เห็นวิธีการของลัทธิกันมาหมดแล้ว ต่อจากนี้คงไม่มีวันสงบให้อยู่หรอก
BusinessSpeak.Talk.500000401	แล้ว... ต่อไปเราจะทำยังไงกันดี?
BusinessSpeak.Talk.500000501	สรุปสั้น ๆ ไม่มีที่ให้หนี
BusinessSpeak.Talk.500000601	งั้นก็สู้กับมันเลย! อย่างมากก็ระเบิดตายไปด้วยกัน!
BusinessSpeak.Talk.500000701	เอ่อ... ฉันต้องระเบิดไปด้วยเหรอ?
BusinessSpeak.Talk.500000801	ใช่แล้ว นี่คงเป็นโชคชะตาสุดยอดไร้เทียมทานแห่งจักรวาลร้อยเปอร์เซ็นต์ของพวกเราแล้วล่ะ
BusinessSpeak.Talk.500000901	?
BusinessSpeak.Talk.500001001	......
BusinessSpeak.Talk.500001101	ในเมื่อตกลงจะเปิดศึกกับลัทธิแล้ว ตั้งชื่อทีมกันหน่อยดีไหม
BusinessSpeak.Talk.500001201	ตั้งชื่อว่าทีมระเบิดพลีชีพ! ระเบิดไอ้พวกนั้นให้กระจุยไปเลย!
BusinessSpeak.Talk.500001301	เราเพิ่งฝ่ากำแพงพายุมา ตั้งชื่อว่าทีมฝ่าพายุดีไหม?
BusinessSpeak.Talk.500001401	ทีมหมาจรจัดเป็นไง? ต่อให้สุดท้ายต้องตายข้างถนนเหมือนหมาจร ก็ต้องกัดเนื้อพวกมันไปสักชิ้นก่อน
BusinessSpeak.Talk.500001501	สรุปสั้น ๆ ทีมมังกรเทพ
BusinessSpeak.Talk.500001601	ทีมระเบิดพลีชีพ! ทีมระเบิดพลีชีพ! ทีมระเบิดพลีชีพ!
BusinessSpeak.Talk.500001701	เอ๋...
BusinessSpeak.Talk.500001801	ชื่อนี้ต้องมีพลังแน่ ๆ: ทีมสาวสวยสุดยอดไร้เทียมทานแห่งจักรวาลผู้ชนะร้อยเปอร์เซ็นต์และผองเพื่อนของเธอ!
BusinessSpeak.Talk.500001901	ว่าแต่... จะเปิดศึกกับลัทธิแล้ว ทุกคนไม่กลัวกันเหรอ?
BusinessSpeak.Talk.500002001	กลัว
BusinessSpeak.Talk.500002101	จะไม่กลัวได้ไง
BusinessSpeak.Talk.500002201	แต่มาถึงขนาดนี้แล้ว ก็มีแต่ต้องสู้ตาย
BusinessSpeak.Talk.500002301	งั้น เราตั้งชื่อว่า...
